"","id","date","last.touch","last.click"
"2376",1034,2017-01-12,"email","none"
"2377",1034,2017-02-08,"email","none"
"2378",1034,2017-02-15,"email","none"
"2379",1035,2017-01-27,"display","none"
"2380",1035,2017-02-04,"display","none"
"2381",1035,2017-02-08,"display","none"
"2382",1036,2017-01-03,"social","none"
"2383",1036,2017-01-08,"social","none"
"2384",1036,2017-01-17,"email","email"
"2385",1036,2017-01-23,"social","email"
"2386",1036,2017-01-24,"social","email"
"2387",1036,2017-01-25,"social","email"
"2388",1036,2017-01-29,"social","email"
"2389",1036,2017-02-06,"direct","email"
"2390",1036,2017-02-07,"email","email"
"2391",1038,2017-01-04,"social","email"
"2392",1038,2017-01-06,"direct","email"
"2393",1038,2017-01-08,"social","email"
"2394",1038,2017-01-23,"social","email"
"2395",1038,2017-02-13,"display","email"
"2396",1038,2017-02-20,"display","email"
"2397",1039,2017-01-04,"display","none"
"2398",1039,2017-01-16,"display","none"
"2399",1039,2017-02-05,"display","email"
"2400",1041,2017-02-15,"email","none"
"2401",1042,2017-01-22,"email","none"
"2402",1043,2017-01-07,"social","none"
"2403",1043,2017-01-21,"social","none"
"2404",1043,2017-01-26,"social","none"
"2405",1043,2017-02-12,"email","email"
"2406",1044,2017-01-01,"none","none"
"2407",1044,2017-01-09,"direct","none"
"2408",1044,2017-02-02,"email","none"
"2409",1044,2017-02-06,"direct","none"
"2410",1044,2017-02-16,"email","none"
"2411",1044,2017-02-23,"email","none"
"2412",1045,2017-01-04,"display","none"
"2413",1045,2017-01-09,"display","none"
"2414",1045,2017-01-10,"display","none"
"2415",1045,2017-01-22,"display","none"
"2416",1045,2017-02-13,"display","email"
"2417",1047,2017-01-03,"display","none"
"2418",1047,2017-01-06,"display","none"
"2419",1047,2017-01-07,"display","none"
"2420",1047,2017-01-24,"social","none"
"2421",1047,2017-02-06,"display","none"
"2422",1049,2017-01-06,"direct","none"
"2423",1049,2017-01-11,"display","none"
"2424",1049,2017-01-12,"display","none"
"2425",1049,2017-01-28,"display","display"
"2426",1049,2017-02-05,"display","display"
"2427",1049,2017-02-08,"display","display"
"2428",1049,2017-02-14,"display","display"
"2429",1050,2017-01-18,"social","social"
"2430",1050,2017-01-25,"social","social"
"2431",1051,2017-02-03,"direct","none"
"2432",1052,2017-01-30,"none","none"
"2433",1052,2017-02-07,"none","none"
"2434",1052,2017-02-25,"none","none"
"2435",1053,2017-01-15,"social","none"
"2436",1053,2017-01-30,"social","none"
"2437",1053,2017-01-31,"social","none"
"2438",1054,2017-01-02,"social","none"
"2439",1054,2017-01-18,"social","social"
"2440",1054,2017-02-07,"email","social"
"2441",1055,2017-01-11,"direct","none"
"2442",1055,2017-01-31,"email","none"
"2443",1055,2017-02-04,"direct","none"
"2444",1056,2017-01-23,"social","social"
"2445",1057,2017-01-06,"none","none"
"2446",1058,2017-01-30,"social","none"
"2447",1058,2017-02-21,"email","none"
"2448",1059,2017-01-16,"email","none"
"2449",1060,2017-01-06,"direct","none"
"2450",1060,2017-01-09,"direct","none"
"2451",1060,2017-01-30,"email","none"
"2452",1060,2017-02-07,"email","none"
"2453",1061,2017-01-20,"social","social"
"2454",1062,2017-01-05,"none","none"
"2455",1063,2017-01-11,"social","none"
"2456",1064,2017-02-06,"social","none"
"2457",1065,2017-01-16,"display","none"
"2458",1065,2017-01-22,"display","none"
"2459",1065,2017-02-02,"display","none"
"2460",1065,2017-02-05,"display","none"
"2461",1066,2017-01-01,"display","none"
"2462",1066,2017-01-19,"social","none"
"2463",1069,2017-01-05,"social","none"
"2464",1069,2017-01-16,"social","social"
"2465",1069,2017-01-18,"social","social"
"2466",1069,2017-02-15,"email","email"
"2467",1070,2017-01-25,"social","social"
"2468",1072,2017-01-10,"email","none"
"2469",1072,2017-01-14,"display","none"
"2470",1072,2017-01-24,"email","none"
"2471",1072,2017-02-04,"direct","none"
"2472",1072,2017-02-26,"display","email"
"2473",1073,2017-01-18,"social","none"
"2474",1073,2017-02-01,"email","none"
"2475",1073,2017-02-02,"email","none"
"2476",1073,2017-02-04,"direct","none"
"2477",1074,2017-01-15,"direct","none"
"2478",1074,2017-02-17,"email","none"
"2479",1075,2017-01-23,"display","none"
"2480",1075,2017-02-08,"display","display"
"2481",1075,2017-02-10,"display","display"
"2482",1075,2017-02-27,"display","display"
"2483",1076,2017-01-04,"social","none"
"2484",1076,2017-01-07,"social","none"
"2485",1076,2017-01-14,"social","social"
"2486",1076,2017-02-14,"email","email"
"2487",1077,2017-01-18,"display","display"
"2488",1077,2017-01-20,"display","display"
"2489",1077,2017-01-31,"email","display"
"2490",1077,2017-02-25,"display","display"
"2491",1078,2017-01-10,"display","none"
"2492",1079,2017-01-25,"display","display"
"2493",1079,2017-02-18,"display","display"
"2494",1079,2017-02-19,"display","display"
"2495",1081,2017-01-06,"social","none"
"2496",1081,2017-01-10,"email","none"
"2497",1081,2017-01-18,"social","none"
"2498",1081,2017-01-25,"social","none"
"2499",1082,2017-01-07,"display","display"
"2500",1082,2017-01-19,"display","email"
"2501",1082,2017-01-22,"display","email"
"2502",1082,2017-02-18,"display","email"
"2503",1082,2017-02-28,"display","display"
"2504",1083,2017-01-11,"social","email"
"2505",1083,2017-01-17,"social","email"
"2506",1083,2017-02-03,"direct","email"
"2507",1083,2017-02-22,"email","email"
"2508",1084,2017-01-24,"email","none"
"2509",1084,2017-01-31,"email","none"
"2510",1085,2017-01-05,"social","display"
"2511",1085,2017-02-26,"display","social"
"2512",1086,2017-02-05,"social","none"
"2513",1087,2017-01-07,"social","social"
"2514",1087,2017-01-12,"social","social"
"2515",1088,2017-01-26,"social","social"
"2516",1088,2017-02-26,"email","social"
"2517",1089,2017-01-28,"social","social"
"2518",1089,2017-02-06,"display","social"
"2519",1090,2017-01-14,"social","social"
"2520",1090,2017-01-22,"social","social"
"2521",1091,2017-01-15,"display","none"
"2522",1092,2017-01-29,"display","email"
"2523",1093,2017-01-28,"social","none"
"2524",1093,2017-02-13,"email","none"
"2525",1094,2017-01-18,"email","email"
"2526",1094,2017-02-08,"direct","email"
"2527",1095,2017-01-22,"display","none"
"2528",1095,2017-02-08,"email","none"
"2529",1095,2017-02-21,"display","none"
"2530",1096,2017-01-04,"email","none"
"2531",1096,2017-01-27,"email","email"
"2532",1096,2017-01-29,"email","email"
"2533",1097,2017-01-26,"social","none"
"2534",1097,2017-02-14,"display","email"
"2535",1098,2017-01-15,"social","social"
"2536",1098,2017-01-17,"social","social"
"2537",1098,2017-01-19,"social","social"
"2538",1098,2017-01-21,"social","social"
"2539",1098,2017-02-28,"email","social"
"2540",1099,2017-01-17,"social","none"
"2541",1099,2017-01-19,"social","social"
"2542",1099,2017-01-24,"social","social"
"2543",1099,2017-01-26,"social","social"
"2544",1099,2017-02-05,"direct","social"
"2545",1099,2017-02-12,"email","social"
"2546",1100,2017-01-08,"social","none"
"2547",1100,2017-01-18,"display","none"
"2548",1100,2017-01-28,"social","none"
"2549",1102,2017-01-07,"social","none"
"2550",1103,2017-01-03,"email","none"
"2551",1103,2017-01-05,"email","none"
"2552",1103,2017-01-15,"direct","none"
"2553",1103,2017-01-30,"email","none"
"2554",1103,2017-02-04,"direct","none"
"2555",1104,2017-01-23,"none","none"
"2556",1105,2017-01-30,"social","none"
"2557",1105,2017-02-11,"direct","none"
"2558",1107,2017-01-03,"email","none"
"2559",1107,2017-01-10,"email","none"
"2560",1107,2017-02-08,"email","none"
"2561",1108,2017-01-09,"social","social"
"2562",1108,2017-01-22,"social","social"
"2563",1108,2017-01-26,"social","social"
"2564",1108,2017-01-31,"email","social"
"2565",1108,2017-02-13,"email","social"
"2566",1108,2017-02-18,"email","email"
"2567",1109,2017-01-06,"social","none"
"2568",1109,2017-01-07,"social","none"
"2569",1110,2017-01-05,"display","none"
"2570",1110,2017-01-27,"display","none"
"2571",1110,2017-02-01,"display","email"
"2572",1112,2017-01-03,"social","social"
"2573",1112,2017-01-25,"social","social"
"2574",1112,2017-02-05,"direct","social"
"2575",1112,2017-02-20,"email","social"
"2576",1114,2017-01-10,"email","none"
"2577",1114,2017-01-19,"email","none"
"2578",1114,2017-01-21,"email","none"
"2579",1115,2017-01-17,"social","none"
"2580",1118,2017-01-02,"social","none"
"2581",1118,2017-01-12,"social","social"
"2582",1118,2017-01-24,"social","social"
"2583",1118,2017-01-26,"social","social"
"2584",1118,2017-02-21,"display","email"
"2585",1119,2017-01-03,"social","none"
"2586",1119,2017-01-04,"display","none"
"2587",1119,2017-01-11,"social","none"
"2588",1119,2017-01-12,"social","none"
"2589",1119,2017-01-16,"social","none"
"2590",1119,2017-01-27,"social","none"
"2591",1119,2017-01-28,"social","none"
"2592",1120,2017-02-19,"email","none"
"2593",1120,2017-02-28,"email","none"
"2594",1121,2017-01-05,"social","social"
"2595",1121,2017-01-06,"direct","social"
"2596",1121,2017-01-10,"email","social"
"2597",1121,2017-02-06,"direct","social"
"2598",1122,2017-01-06,"direct","none"
"2599",1122,2017-01-14,"social","none"
"2600",1122,2017-01-17,"email","none"
"2601",1122,2017-01-21,"social","none"
"2602",1122,2017-01-25,"social","none"
"2603",1122,2017-01-31,"email","none"
"2604",1122,2017-02-14,"email","none"
"2605",1123,2017-01-03,"email","none"
"2606",1123,2017-01-11,"email","none"
"2607",1123,2017-02-23,"email","none"
"2608",1124,2017-01-19,"email","none"
"2609",1124,2017-02-27,"email","email"
"2610",1125,2017-01-10,"email","none"
"2611",1125,2017-02-22,"email","none"
"2612",1126,2017-01-02,"social","none"
"2613",1127,2017-01-06,"direct","none"
"2614",1127,2017-01-07,"direct","none"
"2615",1127,2017-02-14,"email","none"
"2616",1128,2017-01-05,"display","none"
"2617",1128,2017-01-06,"social","none"
"2618",1128,2017-01-26,"display","none"
"2619",1129,2017-01-04,"email","none"
"2620",1129,2017-02-02,"email","none"
"2621",1129,2017-02-21,"email","none"
"2622",1130,2017-01-09,"social","social"
"2623",1130,2017-01-18,"social","display"
"2624",1130,2017-01-20,"social","display"
"2625",1130,2017-02-14,"display","social"
"2626",1131,2017-01-04,"display","none"
"2627",1131,2017-01-07,"social","none"
"2628",1131,2017-01-12,"display","none"
"2629",1131,2017-01-13,"display","none"
"2630",1131,2017-01-18,"social","none"
"2631",1131,2017-01-25,"display","none"
"2632",1131,2017-02-27,"display","display"
"2633",1132,2017-01-03,"display","none"
"2634",1132,2017-02-01,"display","social"
"2635",1132,2017-02-19,"display","social"
"2636",1134,2017-01-31,"email","display"
"2637",1134,2017-02-14,"display","email"
"2638",1135,2017-02-07,"email","email"
"2639",1135,2017-02-14,"display","email"
"2640",1137,2017-01-20,"social","social"
"2641",1137,2017-01-24,"display","social"
"2642",1138,2017-02-18,"direct","none"
"2643",1139,2017-02-22,"none","none"
"2644",1140,2017-01-23,"email","none"
"2645",1140,2017-02-03,"direct","none"
"2646",1140,2017-02-14,"email","email"
"2647",1141,2017-01-14,"social","none"
"2648",1142,2017-01-07,"direct","none"
"2649",1142,2017-02-19,"email","none"
"2650",1143,2017-01-10,"email","none"
"2651",1143,2017-02-01,"email","none"
"2652",1143,2017-02-04,"direct","none"
"2653",1143,2017-02-10,"display","none"
"2654",1143,2017-02-12,"display","none"
"2655",1144,2017-01-19,"social","none"
"2656",1144,2017-01-24,"email","none"
"2657",1145,2017-01-07,"display","none"
"2658",1145,2017-01-10,"display","none"
"2659",1145,2017-01-14,"display","none"
"2660",1145,2017-01-24,"email","none"
"2661",1145,2017-02-23,"display","email"
"2662",1146,2017-01-07,"social","none"
"2663",1146,2017-01-12,"social","none"
"2664",1146,2017-01-14,"social","none"
"2665",1146,2017-01-17,"social","none"
"2666",1146,2017-02-21,"email","social"
"2667",1148,2017-01-26,"social","social"
"2668",1148,2017-02-19,"email","email"
"2669",1148,2017-02-21,"email","email"
"2670",1149,2017-02-15,"email","email"
"2671",1149,2017-02-19,"email","email"
"2672",1150,2017-01-20,"none","none"
"2673",1150,2017-02-14,"none","none"
"2674",1151,2017-01-02,"social","none"
"2675",1151,2017-01-06,"social","none"
"2676",1151,2017-01-22,"display","none"
"2677",1151,2017-02-24,"display","email"
"2678",1152,2017-01-03,"email","none"
"2679",1152,2017-01-04,"email","none"
"2680",1152,2017-01-08,"direct","none"
"2681",1152,2017-01-09,"direct","none"
"2682",1152,2017-01-27,"email","none"
"2683",1153,2017-01-12,"social","none"
"2684",1153,2017-01-19,"social","none"
"2685",1153,2017-01-28,"social","none"
"2686",1154,2017-01-08,"none","none"
"2687",1154,2017-02-24,"none","none"
"2688",1155,2017-01-01,"none","none"
"2689",1156,2017-01-11,"display","none"
"2690",1156,2017-02-09,"display","none"
"2691",1156,2017-02-21,"email","none"
"2692",1157,2017-01-22,"display","none"
"2693",1159,2017-01-11,"social","none"
"2694",1159,2017-02-04,"display","social"
"2695",1159,2017-02-15,"display","social"
"2696",1159,2017-02-19,"display","social"
"2697",1160,2017-02-03,"direct","none"
"2698",1161,2017-01-07,"display","none"
"2699",1161,2017-01-14,"social","none"
"2700",1161,2017-01-20,"social","email"
"2701",1161,2017-01-24,"social","email"
"2702",1161,2017-02-04,"display","email"
"2703",1161,2017-02-16,"display","email"
"2704",1161,2017-02-22,"display","email"
"2705",1162,2017-01-03,"email","none"
"2706",1162,2017-01-09,"direct","none"
"2707",1162,2017-01-11,"email","none"
"2708",1162,2017-02-07,"email","none"
"2709",1163,2017-01-10,"social","email"
"2710",1163,2017-01-31,"email","social"
"2711",1163,2017-02-15,"email","social"
"2712",1164,2017-01-12,"display","email"
"2713",1164,2017-01-23,"display","email"
"2714",1164,2017-01-29,"display","email"
"2715",1164,2017-01-31,"email","email"
"2716",1165,2017-01-05,"none","none"
"2717",1165,2017-01-14,"email","none"
"2718",1165,2017-01-23,"email","none"
"2719",1165,2017-02-07,"direct","none"
"2720",1166,2017-01-03,"social","none"
"2721",1166,2017-01-07,"social","none"
"2722",1166,2017-01-11,"email","none"
"2723",1166,2017-01-14,"social","none"
"2724",1166,2017-02-19,"email","email"
"2725",1167,2017-01-17,"email","email"
"2726",1167,2017-02-01,"email","email"
"2727",1168,2017-01-06,"social","social"
"2728",1168,2017-01-19,"social","social"
"2729",1168,2017-02-15,"email","social"
"2730",1169,2017-01-17,"social","social"
"2731",1170,2017-01-08,"social","none"
"2732",1170,2017-01-12,"social","none"
"2733",1170,2017-02-04,"display","none"
"2734",1171,2017-02-03,"social","social"
"2735",1172,2017-01-22,"social","email"
"2736",1175,2017-01-25,"email","social"
"2737",1177,2017-02-16,"direct","email"
"2738",1179,2017-01-17,"social","social"
"2739",1179,2017-01-22,"social","social"
"2740",1183,2017-01-29,"display","none"
"2741",1184,2017-01-18,"social","email"
"2742",1184,2017-02-20,"email","social"
"2743",1184,2017-02-27,"email","social"
"2744",1185,2017-01-25,"display","none"
"2745",1185,2017-01-26,"display","none"
"2746",1185,2017-01-29,"display","none"
"2747",1187,2017-01-05,"email","none"
"2748",1187,2017-01-22,"email","none"
"2749",1187,2017-01-25,"email","none"
"2750",1189,2017-01-07,"direct","none"
"2751",1189,2017-01-08,"social","none"
"2752",1189,2017-01-09,"social","none"
"2753",1189,2017-01-18,"email","none"
"2754",1189,2017-01-28,"social","social"
"2755",1189,2017-02-03,"direct","social"
"2756",1189,2017-02-07,"email","social"
"2757",1191,2017-01-05,"display","display"
"2758",1191,2017-01-06,"direct","display"
"2759",1191,2017-01-07,"social","display"
"2760",1191,2017-01-19,"display","display"
"2761",1191,2017-01-23,"display","display"
"2762",1191,2017-02-14,"email","email"
"2763",1194,2017-01-24,"social","email"
"2764",1194,2017-02-07,"email","email"
"2765",1195,2017-01-19,"social","none"
"2766",1195,2017-02-06,"direct","none"
"2767",1195,2017-02-26,"direct","none"
"2768",1196,2017-01-16,"social","none"
"2769",1196,2017-01-24,"social","email"
"2770",1197,2017-02-04,"direct","none"
"2771",1197,2017-02-06,"direct","none"
"2772",1197,2017-02-18,"email","none"
"2773",1197,2017-02-28,"email","none"
"2774",1198,2017-01-19,"social","none"
"2775",1198,2017-02-23,"social","social"
"2776",1199,2017-02-22,"email","email"
"2777",1200,2017-01-10,"social","none"
"2778",1200,2017-01-24,"display","none"
"2779",1201,2017-01-11,"direct","none"
"2780",1202,2017-01-03,"email","none"
"2781",1202,2017-02-07,"display","none"
"2782",1202,2017-02-18,"display","none"
"2783",1204,2017-01-18,"email","none"
"2784",1204,2017-02-03,"email","none"
"2785",1204,2017-02-07,"email","none"
"2786",1204,2017-02-16,"email","none"
"2787",1204,2017-02-21,"email","none"
"2788",1205,2017-01-05,"social","none"
"2789",1205,2017-01-13,"social","social"
"2790",1205,2017-02-19,"email","email"
"2791",1207,2017-01-24,"email","none"
"2792",1207,2017-02-24,"email","none"
"2793",1208,2017-01-04,"email","social"
"2794",1208,2017-02-08,"direct","social"
"2795",1208,2017-02-18,"email","social"
"2796",1210,2017-01-11,"display","none"
"2797",1211,2017-01-01,"none","none"
"2798",1211,2017-01-04,"email","none"
"2799",1211,2017-01-11,"email","none"
"2800",1211,2017-01-12,"email","none"
"2801",1211,2017-01-15,"email","none"
"2802",1211,2017-01-26,"email","none"
"2803",1211,2017-02-01,"email","none"
"2804",1212,2017-01-18,"display","social"
"2805",1213,2017-01-30,"none","none"
"2806",1214,2017-01-31,"email","none"
"2807",1214,2017-02-14,"email","none"
"2808",1215,2017-01-08,"social","none"
"2809",1215,2017-01-19,"social","none"
"2810",1215,2017-01-21,"social","none"
"2811",1215,2017-01-29,"social","social"
"2812",1215,2017-01-31,"email","social"
"2813",1215,2017-02-20,"email","email"
"2814",1216,2017-01-07,"social","social"
"2815",1216,2017-01-17,"display","social"
"2816",1216,2017-01-21,"display","social"
"2817",1216,2017-02-01,"display","email"
"2818",1216,2017-02-04,"direct","email"
"2819",1216,2017-02-16,"display","email"
"2820",1216,2017-02-21,"display","email"
"2821",1216,2017-02-22,"display","email"
"2822",1217,2017-01-17,"email","none"
"2823",1217,2017-02-13,"email","none"
"2824",1218,2017-01-31,"display","none"
"2825",1219,2017-01-11,"email","none"
"2826",1219,2017-01-27,"email","none"
"2827",1219,2017-02-16,"email","email"
"2828",1219,2017-02-20,"email","email"
"2829",1219,2017-02-21,"email","email"
"2830",1221,2017-01-09,"social","display"
"2831",1221,2017-01-22,"social","display"
"2832",1222,2017-01-28,"social","social"
"2833",1222,2017-02-04,"direct","social"
"2834",1222,2017-02-08,"email","email"
"2835",1223,2017-01-18,"email","none"
"2836",1223,2017-01-31,"email","none"
"2837",1223,2017-02-15,"email","none"
"2838",1224,2017-01-01,"none","none"
"2839",1224,2017-01-13,"email","none"
"2840",1224,2017-01-26,"email","email"
"2841",1224,2017-02-04,"direct","email"
"2842",1224,2017-02-25,"email","email"
"2843",1226,2017-01-05,"display","none"
"2844",1226,2017-01-31,"email","social"
"2845",1226,2017-02-14,"display","social"
"2846",1227,2017-01-11,"social","social"
"2847",1227,2017-01-15,"social","social"
"2848",1227,2017-01-25,"social","social"
"2849",1228,2017-01-08,"social","none"
"2850",1228,2017-02-08,"email","none"
"2851",1229,2017-01-17,"email","none"
"2852",1229,2017-02-07,"email","none"
"2853",1230,2017-01-30,"display","none"
"2854",1232,2017-01-15,"social","social"
"2855",1232,2017-02-10,"display","social"
"2856",1232,2017-02-16,"display","social"
"2857",1233,2017-01-11,"display","none"
"2858",1234,2017-01-09,"none","none"
"2859",1235,2017-02-03,"direct","social"
"2860",1236,2017-01-04,"display","none"
"2861",1236,2017-01-11,"display","none"
"2862",1236,2017-02-14,"display","none"
"2863",1237,2017-01-12,"social","none"
"2864",1237,2017-02-03,"direct","social"
"2865",1238,2017-02-21,"email","social"
"2866",1239,2017-01-23,"display","none"
"2867",1240,2017-02-14,"display","none"
"2868",1241,2017-01-06,"direct","none"
"2869",1241,2017-01-11,"social","none"
"2870",1241,2017-01-14,"display","social"
"2871",1241,2017-01-27,"social","social"
"2872",1241,2017-01-30,"display","social"
"2873",1241,2017-01-31,"display","social"
"2874",1242,2017-02-08,"email","none"
"2875",1243,2017-01-21,"none","none"
"2876",1243,2017-02-23,"none","none"
"2877",1244,2017-01-27,"social","social"
"2878",1245,2017-01-07,"direct","none"
"2879",1245,2017-01-09,"direct","none"
"2880",1245,2017-01-19,"email","none"
"2881",1245,2017-02-07,"email","email"
"2882",1245,2017-02-12,"email","email"
"2883",1247,2017-02-12,"display","none"
"2884",1248,2017-02-16,"email","none"
"2885",1249,2017-01-03,"email","none"
"2886",1249,2017-01-17,"email","social"
"2887",1249,2017-01-18,"social","social"
"2888",1250,2017-01-02,"none","none"
"2889",1250,2017-01-28,"email","none"
"2890",1250,2017-02-04,"direct","none"
"2891",1250,2017-02-17,"email","none"
"2892",1251,2017-01-04,"social","none"
"2893",1251,2017-01-07,"direct","none"
"2894",1251,2017-01-25,"social","social"
"2895",1251,2017-02-04,"direct","social"
"2896",1251,2017-02-05,"direct","social"
"2897",1251,2017-02-07,"email","social"
"2898",1251,2017-02-15,"email","social"
"2899",1252,2017-01-07,"social","social"
"2900",1252,2017-01-24,"email","social"
"2901",1252,2017-02-16,"email","social"
"2902",1253,2017-01-06,"direct","none"
"2903",1255,2017-01-07,"none","none"
"2904",1255,2017-01-11,"email","none"
"2905",1255,2017-01-17,"email","none"
"2906",1255,2017-02-27,"email","none"
"2907",1256,2017-01-07,"social","none"
"2908",1256,2017-01-20,"social","none"
"2909",1256,2017-02-17,"email","email"
"2910",1256,2017-02-22,"email","email"
"2911",1257,2017-01-18,"social","none"
"2912",1259,2017-01-06,"none","none"
"2913",1259,2017-01-15,"none","none"
"2914",1259,2017-01-23,"none","none"
"2915",1259,2017-01-24,"none","none"
"2916",1259,2017-02-14,"none","none"
"2917",1260,2017-01-04,"email","none"
"2918",1260,2017-02-02,"email","none"
"2919",1260,2017-02-07,"direct","none"
"2920",1260,2017-02-21,"email","none"
"2921",1261,2017-02-14,"email","none"
"2922",1262,2017-01-09,"display","none"
"2923",1262,2017-01-31,"display","none"
"2924",1262,2017-02-08,"display","none"
"2925",1262,2017-02-22,"display","none"
"2926",1262,2017-02-28,"display","none"
"2927",1263,2017-01-23,"email","none"
"2928",1264,2017-01-17,"social","none"
"2929",1264,2017-01-31,"social","none"
"2930",1264,2017-02-06,"social","none"
"2931",1265,2017-01-07,"social","none"
"2932",1265,2017-01-17,"email","none"
"2933",1266,2017-01-03,"none","none"
"2934",1266,2017-01-31,"email","none"
"2935",1266,2017-02-08,"email","none"
"2936",1267,2017-01-09,"display","email"
"2937",1267,2017-02-07,"display","email"
"2938",1267,2017-02-17,"display","email"
"2939",1268,2017-01-08,"display","none"
"2940",1268,2017-01-10,"email","none"
"2941",1268,2017-01-26,"display","none"
"2942",1268,2017-01-30,"display","none"
"2943",1268,2017-01-31,"email","email"
"2944",1268,2017-02-10,"display","email"
"2945",1269,2017-01-25,"email","none"
"2946",1270,2017-01-06,"display","none"
"2947",1270,2017-01-15,"display","social"
"2948",1270,2017-01-17,"social","social"
"2949",1271,2017-01-18,"social","none"
"2950",1271,2017-01-31,"email","none"
"2951",1271,2017-02-09,"email","none"
"2952",1271,2017-02-24,"email","none"
"2953",1272,2017-02-02,"display","none"
"2954",1273,2017-02-24,"direct","social"
"2955",1274,2017-02-19,"display","none"
"2956",1275,2017-02-03,"direct","social"
"2957",1275,2017-02-04,"direct","social"
"2958",1275,2017-02-16,"email","social"
"2959",1276,2017-01-24,"email","none"
"2960",1277,2017-01-07,"social","none"
"2961",1277,2017-02-03,"direct","none"
"2962",1278,2017-01-10,"display","none"
"2963",1278,2017-02-27,"display","none"
"2964",1278,2017-02-28,"display","none"
"2965",1280,2017-01-13,"social","social"
"2966",1280,2017-01-22,"social","social"
"2967",1280,2017-02-14,"email","social"
"2968",1281,2017-01-01,"none","none"
"2969",1281,2017-01-02,"none","none"
"2970",1281,2017-01-30,"email","email"
"2971",1281,2017-01-31,"email","email"
"2972",1282,2017-01-15,"social","none"
"2973",1282,2017-02-04,"social","none"
"2974",1282,2017-02-12,"social","none"
"2975",1283,2017-01-15,"social","none"
"2976",1283,2017-01-24,"email","none"
"2977",1283,2017-02-05,"display","social"
"2978",1283,2017-02-06,"display","social"
"2979",1283,2017-02-28,"display","social"
"2980",1284,2017-01-04,"social","none"
"2981",1284,2017-02-01,"email","social"
"2982",1284,2017-02-13,"email","social"
"2983",1284,2017-02-15,"email","social"
"2984",1284,2017-02-24,"email","social"
"2985",1285,2017-01-07,"display","email"
"2986",1285,2017-01-29,"social","social"
"2987",1286,2017-01-10,"social","none"
"2988",1286,2017-01-14,"social","none"
"2989",1286,2017-01-28,"display","none"
"2990",1286,2017-02-07,"display","none"
"2991",1287,2017-01-05,"display","none"
"2992",1287,2017-01-25,"display","none"
"2993",1287,2017-02-10,"display","none"
"2994",1287,2017-02-22,"display","none"
"2995",1288,2017-01-02,"display","none"
"2996",1288,2017-01-25,"display","email"
"2997",1288,2017-02-14,"display","email"
"2998",1290,2017-01-11,"display","none"
"2999",1291,2017-01-02,"none","none"
"3000",1291,2017-01-16,"email","none"
"3001",1291,2017-02-17,"email","email"
"3002",1292,2017-01-01,"social","none"
"3003",1293,2017-01-19,"none","none"
"3004",1295,2017-01-26,"social","social"
"3005",1296,2017-01-07,"direct","none"
"3006",1296,2017-01-08,"direct","none"
"3007",1296,2017-02-08,"direct","email"
"3008",1297,2017-01-07,"social","email"
"3009",1297,2017-02-03,"direct","email"
"3010",1297,2017-02-07,"email","email"
"3011",1297,2017-02-08,"email","email"
"3012",1297,2017-02-12,"email","email"
"3013",1297,2017-02-23,"email","email"
"3014",1298,2017-02-15,"email","email"
"3015",1300,2017-01-21,"social","none"
"3016",1300,2017-02-07,"direct","none"
"3017",1300,2017-02-22,"direct","none"
"3018",1302,2017-02-10,"email","none"
"3019",1302,2017-02-18,"email","none"
"3020",1304,2017-01-09,"social","none"
"3021",1304,2017-01-31,"social","social"
"3022",1306,2017-02-08,"email","email"
"3023",1306,2017-02-27,"email","email"
"3024",1307,2017-01-07,"direct","none"
"3025",1307,2017-01-31,"email","none"
"3026",1307,2017-02-01,"email","none"
"3027",1307,2017-02-15,"email","email"
"3028",1308,2017-01-26,"direct","none"
"3029",1310,2017-01-30,"email","email"
"3030",1310,2017-02-08,"direct","email"
"3031",1311,2017-01-07,"display","none"
"3032",1311,2017-02-09,"display","social"
"3033",1312,2017-01-28,"social","none"
"3034",1313,2017-01-17,"social","social"
"3035",1313,2017-01-21,"social","social"
"3036",1314,2017-01-08,"direct","social"
"3037",1314,2017-01-17,"email","social"
"3038",1314,2017-01-20,"social","social"
"3039",1316,2017-01-08,"direct","none"
"3040",1317,2017-02-25,"none","none"
"3041",1318,2017-01-18,"social","none"
"3042",1318,2017-02-20,"direct","social"
"3043",1321,2017-01-07,"social","email"
"3044",1321,2017-01-14,"social","email"
"3045",1321,2017-01-20,"social","social"
"3046",1321,2017-01-28,"social","social"
"3047",1321,2017-02-15,"email","email"
"3048",1322,2017-01-21,"display","none"
"3049",1322,2017-01-24,"email","none"
"3050",1322,2017-02-10,"display","email"
"3051",1323,2017-01-01,"social","none"
"3052",1323,2017-01-05,"social","none"
"3053",1323,2017-01-24,"social","none"
"3054",1323,2017-02-13,"email","none"
"3055",1323,2017-02-27,"email","none"
"3056",1324,2017-01-05,"display","none"
"3057",1324,2017-01-07,"social","none"
"3058",1324,2017-01-08,"social","none"
"3059",1324,2017-01-12,"display","none"
"3060",1324,2017-01-31,"email","email"
"3061",1324,2017-02-01,"display","email"
"3062",1324,2017-02-07,"email","email"
"3063",1324,2017-02-08,"display","email"
"3064",1325,2017-01-24,"email","none"
"3065",1325,2017-02-14,"email","email"
"3066",1325,2017-02-18,"email","email"
"3067",1325,2017-02-21,"email","email"
"3068",1325,2017-02-22,"email","email"
"3069",1327,2017-01-11,"social","none"
"3070",1328,2017-01-07,"direct","none"
